user_id,movie_id,movie_title,rating,genres_list
bergercookie,1070983,Murder at the Embassy,1.0,"[""mystery"", ""thriller"", ""action""]"
Crislingplace8,1006261,The Dreadful,3.0,"[""horror""]"
liachra,62544,Avatar: Fire and Ash,8.0,"[""adventure"", ""science fiction"", ""fantasy""]"
Peter89Spencer,795,City of Angels,6.0,"[""romance"", ""drama"", ""fantasy""]"
patient1,983235,Ick,7.0,"[""horror"", ""science fiction""]"
syn_user_01134,1361368,In the Grip of Terror,5.0,"[""horror""]"
Anonymousse,1163698,Flight 149: Hostage of War,7.0,"[""documentary""]"
Per Gunnar Jonsson,315635,Spider-Man: Homecoming,4.0,"[""action"", ""adventure"", ""science fiction""]"
Joe,11631,Mamma Mia!,8.0,"[""comedy"", ""romance""]"
Tomizuka0829,1251092,All the Empty Rooms,7.0,"[""documentary""]"
siggi963,673313,Sacramento,6.0,"[""comedy"", ""drama""]"
ragreynolds,1049591,Somnium,6.0,"[""science fiction"", ""thriller"", ""horror"", ""drama""]"
syn_user_00540,425097,Final Destination Bloodlines,5.0,"[""horror"", ""mystery""]"
SweetNSassyRN,1354804,Double Double Trouble,10.0,"[""thriller""]"
The Movie Mob,882598,Smile,2.0,"[""horror"", ""mystery""]"
dumasori,278,The Shawshank Redemption,9.0,"[""drama"", ""crime""]"
TriggerZ,424783,Bumblebee,5.0,"[""action"", ""adventure"", ""science fiction""]"
Manuel São Bento,361743,Top Gun: Maverick,9.0,"[""action"", ""drama""]"
FLY_,1214568,Hold the Fort,8.0,"[""horror"", ""comedy""]"
Wuchak,1091,The Thing,7.0,"[""horror"", ""mystery"", ""science fiction""]"
Wuchak,447332,A Quiet Place,5.0,"[""horror"", ""drama"", ""science fiction""]"
Khawlah,742747,The Home,5.0,"[""horror"", ""mystery"", ""thriller""]"
Stephen Campbell,458156,John Wick: Chapter 3 - Parabellum,8.0,"[""action"", ""thriller"", ""crime""]"
syn_user_00486,1302910,The Rats: A Witcher Tale,5.0,"[""fantasy"", ""drama"", ""adventure""]"
CinemaSerf,860,WarGames,7.0,"[""thriller"", ""science fiction"", ""drama""]"
syn_user_01493,832642,The Naked Gun,7.0,"[""comedy"", ""crime"", ""action""]"
Giovanni,545611,Everything Everywhere All at Once,9.0,"[""action"", ""adventure"", ""science fiction""]"
tmdb28039023,516486,Greyhound,3.0,"[""war"", ""action"", ""drama""]"
jarvis-5251579,1086241,Frozen: The Hit Broadway Musical,5.0,"[""music"", ""family"", ""fantasy"", ""musical""]"
syn_user_00302,1069638,Dolly,4.0,"[""horror""]"
r96sk,235,Stand by Me,7.0,"[""crime"", ""drama""]"
Reno,293660,Deadpool,7.0,"[""action"", ""adventure"", ""comedy""]"
BoomCinema,274855,Geostorm,2.0,"[""action"", ""science fiction"", ""thriller""]"
Narate,1086230,Regretting You,4.0,"[""drama"", ""romance""]"
someonestolemyoreo,1077273,"""Wuthering Heights""",7.0,"[""drama"", ""romance""]"
MovieGuys,748230,Salem's Lot,5.0,"[""horror""]"
syn_user_00252,844562,Bambi: The Reckoning,6.0,"[""horror"", ""thriller""]"
chickenlasagna,832181,People We Meet on Vacation,4.0,"[""drama"", ""romance"", ""comedy""]"
syn_user_01019,385396,TRON: Ares,7.0,"[""science fiction"", ""adventure"", ""action""]"
deRedtube,330457,Frozen II,7.0,"[""family"", ""animation"", ""adventure"", ""comedy"", ""fantasy""]"
mfProg,312221,Creed,5.0,"[""drama""]"
Wuchak,7345,There Will Be Blood,5.0,"[""drama""]"
Sury,670292,The Creator,10.0,"[""science fiction"", ""action"", ""adventure""]"
Jack Tractive,1163318,Good Boy,6.0,"[""horror""]"
CinemaSerf,83533,Avatar: Fire and Ash,7.0,"[""science fiction"", ""adventure"", ""fantasy""]"
tonywd40,1277123,A Ghost Story for Christmas: The Room in the Tower,4.0,"[""horror""]"
syn_user_00287,354421,Afterburn,10.0,"[""comedy"", ""science fiction"", ""action""]"
syn_user_01311,1361545,Year 10,5.0,"[""horror"", ""science fiction""]"
CinemaSerf,839033,The Lord of the Rings: The War of the Rohirrim,6.0,"[""animation"", ""fantasy"", ""adventure"", ""action""]"
syn_user_00408,634944,The Bluff,5.0,"[""action"", ""thriller"", ""drama""]"
Fr3d1,545111,Bugonia,6.0,"[""science fiction"", ""thriller"", ""comedy""]"
GenerationofSwine,197,Braveheart,10.0,"[""action"", ""drama"", ""history"", ""war""]"
The Movie Mob,484641,Anna,5.0,"[""action"", ""adventure"", ""thriller""]"
Per Gunnar Jonsson,57158,The Hobbit: The Desolation of Smaug,7.0,"[""fantasy"", ""adventure"", ""action""]"
Prabu_CR7,1050468,The Woman in Cabin 10,7.0,"[""mystery"", ""thriller"", ""crime""]"
syn_user_01151,1043205,825 Forest Road,2.0,"[""horror"", ""thriller""]"
CinemaSerf,275,Fargo,7.0,"[""crime"", ""drama"", ""thriller""]"
in_the_crease,293167,Kong: Skull Island,6.0,"[""action"", ""adventure"", ""fantasy""]"
Jack Tractive,1088756,Bikini Nuns,1.0,"[""crime"", ""horror""]"
syn_user_00230,1166417,Titan: The OceanGate Submersible Disaster,7.0,"[""documentary"", ""drama""]"
syn_user_00398,1360632,Guns Up,10.0,"[""action"", ""comedy"", ""crime""]"
MarkAllen27,998884,Bogieville,4.0,"[""horror""]"
syn_user_01373,1210299,Influencers,5.0,"[""horror"", ""thriller""]"
Brent Marchant,1212742,The Rule of Jenny Pen,3.0,"[""horror"", ""thriller""]"
tmdb51616167,453395,Doctor Strange in the Multiverse of Madness,5.0,"[""fantasy"", ""action"", ""adventure""]"
Gimly,22494,Frequently Asked Questions About Time Travel,5.0,"[""comedy"", ""drama"", ""romance"", ""science fiction""]"
Nathan,436270,Black Adam,5.0,"[""action"", ""adventure"", ""science fiction""]"
RoRo Nereus,1034541,Terrifier 3,3.0,"[""horror"", ""thriller""]"
CinemaSerf,330457,Frozen II,6.0,"[""family"", ""animation"", ""adventure"", ""comedy"", ""fantasy""]"
John Chard,601,E.T. the Extra-Terrestrial,9.0,"[""science fiction"", ""adventure"", ""family"", ""fantasy""]"
jarvis-5251579,1316734,The Internship,3.0,"[""action""]"
Thulan Perera,976573,Elemental,9.0,"[""family"", ""fantasy"", ""comedy"", ""romance"", ""animation""]"
dumasori,693134,Dune: Part Two,7.0,"[""science fiction"", ""adventure""]"
MSJL,860421,Jay Kelly,8.0,"[""drama"", ""comedy""]"
drystyx,370172,No Time to Die,5.0,"[""action"", ""thriller"", ""adventure""]"
syn_user_01357,1361591,It Ends,1.0,"[""horror"", ""mystery""]"
syn_user_00947,890734,Psycho Killer,4.0,"[""horror"", ""crime"", ""mystery""]"
sp1ti,1120722,Your Host,5.0,"[""horror"", ""game show""]"
GenerationofSwine,514847,The Hunt,10.0,"[""action"", ""thriller"", ""horror""]"
syn_user_00076,979984,American Sweatshop,10.0,"[""thriller"", ""mystery""]"
CinemaSerf,505642,Black Panther: Wakanda Forever,6.0,"[""action"", ""adventure"", ""science fiction""]"
thangcuoi,1047047,Pillion,6.0,"[""romance"", ""drama"", ""comedy""]"
Xtarter,1226951,To Get Her,8.0,"[""action""]"
r96sk,414906,The Batman,9.0,"[""crime"", ""mystery"", ""thriller""]"
slygot,1330338,Oscar Shaw,10.0,"[""action"", ""crime"", ""thriller"", ""western""]"
chewy74,1048117,Keeper,4.0,"[""horror"", ""mystery""]"
Andre Gonzales,71676,Ghost Rider: Spirit of Vengeance,6.0,"[""action"", ""fantasy"", ""thriller""]"
MTV,578,Jaws,9.0,"[""horror"", ""thriller"", ""adventure""]"
watson387,1054252,The Haunted Forest,7.0,"[""horror""]"
syn_user_01331,1210299,Influencers,9.0,"[""horror"", ""thriller""]"
syn_user_00672,1208152,WWE Crown Jewel 2025,2.0,"[""action"", ""fantasy"", ""adventure""]"
SWITCH.,474350,It Chapter Two,8.0,"[""horror"", ""thriller"", ""drama""]"
Miirrah,1172993,Relationship Goals,3.0,"[""romance"", ""comedy""]"
kalafut,286217,The Martian,8.0,"[""drama"", ""adventure"", ""science fiction""]"
CinemaSerf,38321,Priest,6.0,"[""action"", ""fantasy"", ""horror""]"
alex1798,1004519,Osiris,4.0,"[""science fiction"", ""action"", ""horror""]"
The Movie Mob,76341,Mad Max: Fury Road,10.0,"[""action"", ""adventure"", ""science fiction""]"
Wuchak,286217,The Martian,8.0,"[""drama"", ""adventure"", ""science fiction""]"
CinemaSerf,436270,Black Adam,6.0,"[""action"", ""adventure"", ""science fiction""]"
GodJester,1119439,The Plague,8.0,"[""drama""]"
NoxiousScythe,272,Batman Begins,8.0,"[""drama"", ""crime"", ""action""]"
xxxGONZOxxx,1328515,Marcello Hernández: American Boy,8.0,"[""comedy""]"
zxki,719393,The Legend of Ochi,5.0,"[""fantasy"", ""adventure"", ""family""]"
Wuchak,273248,The Hateful Eight,7.0,"[""drama"", ""mystery"", ""western""]"
syn_user_00137,862932,Push,7.0,"[""horror"", ""thriller""]"
Gimly,1562,28 Weeks Later,7.0,"[""horror"", ""thriller"", ""science fiction""]"
talisencrw,36669,Die Another Day,8.0,"[""adventure"", ""action"", ""thriller""]"
Wuchak,70,Million Dollar Baby,6.0,"[""drama""]"
Enes_,1321369,Afterlight,4.0,"[""science fiction""]"
Copeland1994,812292,The Strangers: Chapter 2,6.0,"[""horror"", ""thriller""]"
syn_user_00859,1160509,Fwends,2.0,"[""comedy"", ""drama""]"
Stephen Campbell,522938,Rambo: Last Blood,8.0,"[""action"", ""thriller"", ""drama""]"
John Chard,564,The Mummy,8.0,"[""adventure"", ""action"", ""fantasy""]"
syn_user_00627,1273136,"My Father, the BTK Killer",1.0,"[""documentary"", ""crime""]"
CinemaSerf,794,The Omen,7.0,"[""horror"", ""thriller""]"
boatoar,1158961,Mountainhead,5.0,"[""drama"", ""comedy""]"
hartsbarn,1020977,Eternity,4.0,"[""romance"", ""comedy"", ""drama""]"
eNinja,1214792,"Good Night, and Good Luck",10.0,"[""history"", ""drama""]"
Reno,324786,Hacksaw Ridge,8.0,"[""drama"", ""history"", ""war""]"
r96sk,97,Tron,4.0,"[""science fiction"", ""action"", ""adventure""]"
VeryVeryLestrange,1239281,Bodycam,5.0,"[""horror""]"
talisencrw,1422,The Departed,10.0,"[""drama"", ""thriller"", ""crime""]"
CinemaSerf,8966,Twilight,5.0,"[""fantasy"", ""drama"", ""romance""]"
tmdb23365124,1930,The Amazing Spider-Man,6.0,"[""action"", ""adventure"", ""science fiction""]"
Amos Burton,505642,Black Panther: Wakanda Forever,1.0,"[""action"", ""adventure"", ""science fiction""]"
CinemaSerf,9016,Treasure Planet,7.0,"[""science fiction"", ""adventure"", ""animation"", ""family"", ""fantasy""]"
Chris Sawin,558449,Gladiator II,5.0,"[""action"", ""adventure"", ""drama""]"
mattwilde123,77,Memento,10.0,"[""mystery"", ""thriller""]"
Davezn,1342689,Lazarus: The Awakening,6.0,"[""fantasy"", ""action"", ""crime""]"
Kamurai,608,Men in Black II,6.0,"[""action"", ""comedy"", ""science fiction""]"
syn_user_01492,1084278,Sarah's Oil,3.0,"[""drama""]"
CinemaSerf,774370,Dog Man,7.0,"[""family"", ""comedy"", ""adventure"", ""animation"", ""action""]"
Per Gunnar Jonsson,763215,Damsel,8.0,"[""fantasy"", ""action"", ""adventure""]"
endedgale,533444,Waves,10.0,"[""romance"", ""drama""]"
Filipe Manuel Neto,379686,Space Jam: A New Legacy,1.0,"[""family"", ""comedy"", ""adventure"", ""animation"", ""science fiction""]"
Gimly,455957,Domino,3.0,"[""crime"", ""thriller""]"
whatowatch,269149,Zootopia,10.0,"[""animation"", ""adventure"", ""family"", ""comedy""]"
r96sk,205596,The Imitation Game,9.0,"[""history"", ""drama"", ""thriller"", ""war""]"
csb1985,1045936,The Carpenter's Son,6.0,"[""horror""]"
mswift23,1047047,Pillion,6.0,"[""romance"", ""drama"", ""comedy""]"
Rob,20526,TRON: Legacy,7.0,"[""adventure"", ""action"", ""science fiction""]"
psi_sales,402167,Lilo & Stitch,8.0,"[""family"", ""science fiction"", ""comedy""]"
SixyBeast,1160636,Horror in the High Desert 4: Majesty,4.0,"[""horror""]"
syn_user_00986,1361220,Demi Adejuyigbe: Is Going to Do One (1) Backflip,3.0,"[""comedy""]"
The Digital Questioner,729817,F1,8.0,"[""action"", ""drama""]"
D3rrrty,1114173,Anemone,2.0,"[""drama""]"
KornManiak23,485271,Eddington,6.0,"[""western"", ""comedy"", ""crime""]"
Oen386,1166848,Being Eddie,7.0,"[""documentary""]"
CinemaSerf,447273,Snow White,6.0,"[""family"", ""fantasy""]"
Reyad133122,1204556,The Mortuary Assistant,6.0,"[""horror"", ""mystery""]"
RalphRahal,652,Troy,8.0,"[""war"", ""action"", ""history""]"
fulltimewatcher,1024811,Happy Gilmore 2,6.0,"[""comedy""]"
Wuchak,10423,Dragon: The Bruce Lee Story,8.0,"[""drama"", ""history"", ""action""]"
daniel_carr,137113,Edge of Tomorrow,9.0,"[""action"", ""science fiction""]"
syn_user_00307,1360541,Adulthood,1.0,"[""comedy"", ""crime"", ""mystery""]"
miposuki,927248,Bring Her Back,7.0,"[""horror""]"
bunnythehuman,1176446,Lady Gaga: MAYHEM on the Beach,10.0,"[""music""]"
Andres Gomez,705,All About Eve,10.0,"[""drama""]"
Ibraheem...,2109,Rush Hour,9.0,"[""action"", ""comedy"", ""crime""]"
nyky712,1145874,Enigma,5.0,"[""documentary""]"
hgram,998723,Anaconda,5.0,"[""adventure"", ""horror"", ""comedy""]"
Antonio Ba,1000306,The Lost Bus,8.0,"[""thriller"", ""history""]"
RG9400,1027747,Ready or Not: Here I Come,7.0,"[""comedy"", ""horror"", ""action""]"
cizen1337,777917,Wicked: For Good,1.0,"[""fantasy"", ""romance"", ""musical"", ""adventure""]"
Wuchak,11324,Shutter Island,6.0,"[""drama"", ""thriller"", ""mystery""]"
CinemaSerf,41154,Men in Black 3,6.0,"[""action"", ""comedy"", ""science fiction""]"
RalphRahal,9340,The Goonies,8.0,"[""adventure"", ""comedy"", ""family""]"
Chandler Danier,889737,Joker: Folie à Deux,5.0,"[""drama"", ""crime"", ""thriller""]"
Noomatos,686060,Hamnet,10.0,"[""drama"", ""romance"", ""history""]"
MovieGuys,1375831,Diabolic,6.0,"[""horror""]"
kevin2019,2756,The Abyss,8.0,"[""adventure"", ""thriller"", ""science fiction""]"
syn_user_00894,1280662,Born Poor,1.0,"[""documentary""]"
John Chard,786,Almost Famous,9.0,"[""drama"", ""music""]"
MovieGuys,1234821,Jurassic World Rebirth,5.0,"[""science fiction"", ""adventure"", ""action""]"
Andres Gomez,206647,Spectre,6.0,"[""action"", ""adventure"", ""thriller""]"
r96sk,762441,A Quiet Place: Day One,6.0,"[""horror"", ""science fiction"", ""thriller""]"
CinemaSerf,585511,Luck,5.0,"[""animation"", ""adventure"", ""comedy"", ""fantasy""]"
Mynotaurio,927471,Eenie Meanie,4.0,"[""thriller"", ""action"", ""comedy""]"
Kamurai,404368,Ralph Breaks the Internet,8.0,"[""family"", ""animation"", ""comedy"", ""adventure""]"
hgram,1081550,"Sorry, Baby",8.0,"[""drama"", ""comedy""]"
Andre Gonzales,8355,Ice Age: Dawn of the Dinosaurs,8.0,"[""animation"", ""comedy"", ""family"", ""adventure""]"
syn_user_01195,1361429,Sew Torn,9.0,"[""thriller"", ""comedy"", ""crime""]"
JPV852,330457,Frozen II,7.0,"[""family"", ""animation"", ""adventure"", ""comedy"", ""fantasy""]"
Thomaxz,296099,Vacation,9.0,"[""comedy"", ""adventure""]"
tmdb42690476,603692,John Wick: Chapter 4,1.0,"[""action"", ""thriller"", ""crime""]"
tempestwood,831157,Die My Love,5.0,"[""drama""]"
CinemaSerf,132263,The Ghost Goes West,7.0,"[""romance"", ""comedy"", ""fantasy""]"
Angel Brown,575264,Mission: Impossible - Dead Reckoning Part One,9.0,"[""action"", ""thriller"", ""adventure""]"
CinemaSerf,278927,The Jungle Book,7.0,"[""family"", ""adventure"", ""fantasy""]"
LegendaryFang56,1302910,The Rats: A Witcher Tale,7.0,"[""fantasy"", ""drama"", ""adventure""]"
SpeedDemon,874955,Relay,9.0,"[""thriller"", ""action"", ""drama""]"
Manuel São Bento,27578,The Expendables,5.0,"[""thriller"", ""adventure"", ""action""]"
syn_user_01292,1361526,Terror Tales: Poetry & Death Volume 1,6.0,"[""horror"", ""thriller""]"
Gimly,57158,The Hobbit: The Desolation of Smaug,6.0,"[""fantasy"", ""adventure"", ""action""]"
tmdb44006625,315635,Spider-Man: Homecoming,5.0,"[""action"", ""adventure"", ""science fiction""]"
Teemu,68726,Pacific Rim,5.0,"[""action"", ""science fiction"", ""adventure""]"
Per Gunnar Jonsson,335984,Blade Runner 2049,6.0,"[""science fiction"", ""drama""]"
zxki,1017064,Night Always Comes,4.0,"[""drama"", ""crime"", ""thriller""]"
mbze430,402167,Lilo & Stitch,7.0,"[""family"", ""science fiction"", ""comedy""]"
JPV852,9340,The Goonies,7.0,"[""adventure"", ""comedy"", ""family""]"
paldrinc,1005789,Roofman,8.0,"[""crime"", ""drama"", ""comedy""]"
syn_user_00855,965173,Worldbreaker,5.0,"[""science fiction"", ""action"", ""horror""]"
syn_user_00233,1360467,Predator: Badlands,2.0,"[""science fiction"", ""action"", ""adventure""]"
Copeland1994,1077733,Queens of the Dead,6.0,"[""horror"", ""comedy""]"
jw,1571470,The Rats: A Witcher Tale,2.0,"[""fantasy"", ""drama"", ""adventure""]"
argenis0,1189100,Abraham's Boys: A Dracula Story,6.0,"[""horror""]"
syn_user_00866,1213039,Run Amok,5.0,"[""comedy"", ""musical""]"
syn_user_01412,1188784,Brett Goldstein: The Second Best Night of Your Life,7.0,"[""comedy""]"
syn_user_00585,1360819,Tinsel Town,4.0,"[""comedy"", ""romance""]"
r96sk,354912,Coco,10.0,"[""family"", ""animation"", ""music"", ""adventure""]"
eddief24@hotmail.com,1008117,Sharp Corner,5.0,"[""thriller"", ""comedy""]"
The Movie Mob,575264,Mission: Impossible - Dead Reckoning Part One,7.0,"[""action"", ""thriller"", ""adventure""]"
fxaman,967810,Send Help,8.0,"[""thriller"", ""horror"", ""comedy""]"
neko0nna,1210299,Influencers,3.0,"[""horror"", ""thriller""]"
Gimly,335984,Blade Runner 2049,8.0,"[""science fiction"", ""drama""]"
syn_user_00394,1360628,Lookout,9.0,"[""thriller"", ""science fiction"", ""horror""]"
Brent Marchant,842924,The Life of Chuck,6.0,"[""fantasy"", ""drama""]"
johndoyle,831157,Die My Love,7.0,"[""drama""]"
CinemaSerf,12159,What Dreams May Come,6.0,"[""drama"", ""fantasy"", ""romance""]"
syn_user_00492,1253628,The Restoration at Grayson Manor,7.0,"[""horror""]"
Chandler Danier,1127110,Diablo,8.0,"[""action"", ""thriller"", ""crime""]"
John Chard,578,Jaws,10.0,"[""horror"", ""thriller"", ""adventure""]"
Jim222001,1307391,Survivor Series: WarGames,8.0,"[""drama"", ""comedy""]"
Wuchak,16869,Inglourious Basterds,8.0,"[""drama"", ""thriller"", ""war""]"
Gimly,7443,Chicken Run,6.0,"[""animation"", ""comedy"", ""family""]"
Copeland1994,1045560,WrestleMania 41: Sunday,8.0,"[""action"", ""drama""]"
Granola,777917,Wicked: For Good,6.0,"[""fantasy"", ""romance"", ""musical"", ""adventure""]"
rig0r,962950,Whistle,5.0,"[""horror"", ""mystery""]"
CinemaSerf,64682,The Great Gatsby,7.0,"[""drama"", ""romance""]"
CinemaSerf,640146,Ant-Man and the Wasp: Quantumania,6.0,"[""action"", ""adventure"", ""science fiction""]"
Andre Gonzales,117263,Olympus Has Fallen,8.0,"[""action"", ""thriller""]"
Wuchak,676,Pearl Harbor,9.0,"[""war"", ""romance"", ""history"", ""action""]"
EarlOfAlexander,1047047,Pillion,10.0,"[""romance"", ""drama"", ""comedy""]"
r96sk,181808,Star Wars: The Last Jedi,9.0,"[""adventure"", ""action"", ""science fiction""]"
Wuchak,10442,So I Married an Axe Murderer,6.0,"[""comedy"", ""crime"", ""romance""]"
syn_user_01240,385396,TRON: Ares,6.0,"[""science fiction"", ""adventure"", ""action""]"
Farnsworth2,1146382,A Merry Little Ex-Mas,3.0,"[""romance"", ""comedy"", ""holiday""]"
nickcallan,1004891,Warfare,7.0,"[""war"", ""action""]"
Manuel São Bento,1241983,Train Dreams,7.0,"[""drama""]"
thangcuoi,1273142,Prep & Landing: The Snowball Protocol,8.0,"[""animation"", ""comedy"", ""fantasy"", ""family""]"
Cory78,749719,Americana,6.0,"[""crime"", ""action"", ""western"", ""thriller""]"
durack,1316734,The Internship,6.0,"[""action""]"
Wuchak,9889,Shallow Hal,7.0,"[""comedy"", ""romance"", ""fantasy"", ""drama""]"
gloeckle,934595,The Bride!,7.0,"[""science fiction"", ""horror"", ""fantasy"", ""musical""]"
zxki,860421,Jay Kelly,6.0,"[""drama"", ""comedy""]"
Dean,1368166,The Housemaid,10.0,"[""drama"", ""mystery"", ""thriller""]"
quentinhill,1139260,Popeye's Revenge,3.0,"[""horror""]"
Nickg24,860421,Jay Kelly,5.0,"[""drama"", ""comedy""]"
Enes_,1128874,The Bitter Taste,3.0,"[""horror"", ""action"", ""adventure""]"
Sejian,803796,KPop Demon Hunters,7.0,"[""fantasy"", ""music"", ""comedy"", ""animation""]"
arcanorum,880997,The Ruse,8.0,"[""horror""]"
Andres Gomez,1865,Pirates of the Caribbean: On Stranger Tides,3.0,"[""adventure"", ""action"", ""fantasy""]"
John Chard,1865,Pirates of the Caribbean: On Stranger Tides,7.0,"[""adventure"", ""action"", ""fantasy""]"
syn_user_01334,1274533,Terror Tales: Poetry & Death Volume 1,5.0,"[""horror"", ""thriller""]"
syn_user_00802,871098,Adulthood,2.0,"[""comedy"", ""crime"", ""mystery""]"
ima senpai,1005440,A Big Bold Beautiful Journey,2.0,"[""drama"", ""romance"", ""fantasy""]"
syn_user_00341,1262304,A Christmas Angel Match,10.0,"[""romance"", ""comedy"", ""holiday""]"
Tek-,1007761,Beast of War,5.0,"[""action"", ""thriller"", ""horror"", ""war""]"
Enes_,1045938,Dangerous Animals,6.0,"[""horror"", ""thriller""]"
drbrake,1214792,"Good Night, and Good Luck",7.0,"[""history"", ""drama""]"
syn_user_00349,1360583,She Rides Shotgun,9.0,"[""thriller"", ""action"", ""crime""]"
Manuel São Bento,447277,The Little Mermaid,8.0,"[""adventure"", ""family"", ""fantasy"", ""romance""]"
syn_user_01307,1361541,Rust,6.0,"[""western"", ""action"", ""drama""]"
pkway,875162,Hellfire,5.0,"[""action"", ""thriller""]"
GenerationofSwine,453395,Doctor Strange in the Multiverse of Madness,1.0,"[""fantasy"", ""action"", ""adventure""]"
CinemaSerf,163,Ocean's Twelve,6.0,"[""thriller"", ""crime""]"
diegoarmandothe,1005789,Roofman,4.0,"[""crime"", ""drama"", ""comedy""]"
syn_user_00940,1312117,Kevin Hart: Acting My Age,2.0,"[""comedy""]"
syn_user_00405,1008206,Stans,5.0,"[""documentary"", ""music""]"
The Movie Mob,2493,The Princess Bride,10.0,"[""adventure"", ""family"", ""fantasy"", ""comedy"", ""romance""]"
waqas akram,1865,Pirates of the Caribbean: On Stranger Tides,10.0,"[""adventure"", ""action"", ""fantasy""]"
CinemaSerf,33909,Wall Street: Money Never Sleeps,5.0,"[""drama"", ""crime""]"
syn_user_00443,1360677,Fight or Flight,10.0,"[""action"", ""thriller"", ""comedy""]"
syn_user_00002,1031226,Bring the Law,9.0,"[""action"", ""thriller""]"
IppeiK,1026879,War Machine,6.0,"[""action"", ""science fiction"", ""thriller""]"
JPV852,1111873,Abigail,7.0,"[""horror"", ""thriller""]"
talisencrw,9387,Conan the Barbarian,8.0,"[""adventure"", ""fantasy"", ""action""]"
talisencrw,293660,Deadpool,9.0,"[""action"", ""adventure"", ""comedy""]"
Andres Gomez,122917,The Hobbit: The Battle of the Five Armies,5.0,"[""action"", ""adventure"", ""fantasy""]"
hamfaceman,969492,Land of Bad,5.0,"[""action"", ""war"", ""thriller""]"
Per Gunnar Jonsson,98566,Teenage Mutant Ninja Turtles,5.0,"[""science fiction"", ""action"", ""adventure"", ""comedy""]"
syn_user_01291,1039370,The Ritual,10.0,"[""horror"", ""drama"", ""thriller""]"
ertzuiox,1169452,F Valentine's Day,4.0,"[""romance"", ""comedy"", ""holiday""]"
Astranora,1050424,Shelter,5.0,"[""action"", ""crime"", ""thriller""]"
AmazoniaNOTAmazon,679,Aliens,4.0,"[""action"", ""thriller"", ""science fiction""]"
syn_user_00759,832181,People We Meet on Vacation,1.0,"[""drama"", ""romance"", ""comedy""]"
thehotrock,752846,Shelby Oaks,2.0,"[""horror"", ""mystery""]"
The Movie Mob,949,Heat,6.0,"[""crime"", ""drama"", ""action""]"
John Chard,13183,Watchmen,8.0,"[""mystery"", ""action"", ""science fiction""]"
miposuki,792648,HIM,6.0,"[""horror"", ""mystery""]"
bigchrisdye,426543,The Nutcracker and the Four Realms,6.0,"[""fantasy"", ""adventure"", ""family""]"
Per Gunnar Jonsson,436969,The Suicide Squad,8.0,"[""action"", ""comedy"", ""adventure""]"
syn_user_00007,965839,Black Phone 2,10.0,"[""horror"", ""thriller""]"
russof,1180935,The Singers,7.0,"[""music"", ""drama"", ""comedy""]"
John Chard,36669,Die Another Day,5.0,"[""adventure"", ""action"", ""thriller""]"
Mindless_City23,835215,The Conjuring: Last Rites,4.0,"[""horror""]"
r96sk,1562,28 Weeks Later,6.0,"[""horror"", ""thriller"", ""science fiction""]"
CinemaSerf,1900,Traffic,7.0,"[""thriller"", ""drama"", ""crime""]"
Andre Gonzales,38,Eternal Sunshine of the Spotless Mind,6.0,"[""science fiction"", ""drama"", ""romance""]"
syn_user_00711,1360945,Bulk,10.0,"[""action"", ""science fiction""]"
CinemaSerf,284054,Black Panther,7.0,"[""action"", ""adventure"", ""science fiction""]"
pea.pod,426078,Mission: Impossible - The Final Reckoning,7.0,"[""action"", ""thriller"", ""adventure""]"
DWP,558449,Gladiator II,7.0,"[""action"", ""adventure"", ""drama""]"
syn_user_00522,873382,The Astronaut,7.0,"[""science fiction"", ""thriller"", ""horror""]"
CinemaSerf,676,Pearl Harbor,6.0,"[""war"", ""romance"", ""history"", ""action""]"
elshaarawy,278,The Shawshank Redemption,9.0,"[""drama"", ""crime""]"
mssrptks,1163240,Descendent,6.0,"[""drama"", ""science fiction"", ""horror"", ""mystery""]"
TriceratopsAU,1352755,Maintenance Required,1.0,"[""romance"", ""comedy""]"
CinemaSerf,299054,Expend4bles,6.0,"[""action"", ""adventure"", ""thriller""]"
jensequel,979223,Monster Island,10.0,"[""horror"", ""action"", ""fantasy"", ""thriller""]"
Trazbor O'Gukguk,198663,The Maze Runner,1.0,"[""action"", ""mystery"", ""science fiction"", ""thriller""]"
jarvis-5251579,1120722,Your Host,6.0,"[""horror"", ""game show""]"
Dean,926393,The Equalizer 3,10.0,"[""action"", ""thriller"", ""crime""]"
CinemaSerf,1285965,Dangerous Animals,6.0,"[""horror"", ""thriller""]"
Chris Sawin,585083,Hotel Transylvania: Transformania,3.0,"[""animation"", ""comedy"", ""family"", ""adventure"", ""fantasy""]"
r96sk,666277,Past Lives,9.0,"[""drama"", ""romance""]"
Rob,2756,The Abyss,8.0,"[""adventure"", ""thriller"", ""science fiction""]"
dezmozegreato,321612,Beauty and the Beast,7.0,"[""family"", ""fantasy"", ""romance""]"
jarvis-5251579,1039370,The Ritual,2.0,"[""horror"", ""drama"", ""thriller""]"
Travis Bell,62177,Brave,8.0,"[""animation"", ""adventure"", ""family"", ""fantasy""]"
syn_user_01197,901047,Make Me a Match,4.0,"[""comedy"", ""romance""]"
jarvis-14782463,1088564,Stone Creek Killer,1.0,"[""thriller"", ""crime""]"
James,155,The Dark Knight,8.0,"[""action"", ""crime"", ""thriller""]"
djwiz305,862932,Push,1.0,"[""horror"", ""thriller""]"
