index,split
5797,train
5798,test
5799,test
5800,train
5801,train
5802,train
5803,test
5804,train
5805,train
5806,val
5807,train
5808,val
5809,test
5810,train
5811,train
5812,train
5813,train
5814,train
5815,test
5816,val
5817,test
5818,train
5819,train
5820,train
5821,train
5822,train
5823,train
5824,train
5825,train
5826,train
5827,train
5828,train
5829,test
5830,test
5831,val
5832,val
5833,test
5834,train
5835,train
5836,test
5837,train
5838,train
5839,test
5840,test
5841,train
5842,train
5843,train
5844,train
5845,train
5846,train
5847,train
5848,train
5849,train
5850,train
5851,train
5852,train
5853,train
5854,val
5855,test
5856,train
5857,train
5858,test
5859,val
5860,val
5861,val
5862,val
5863,train
5864,test
5865,train
5866,train
5867,val
5868,train
5869,train
5870,train
5871,train
5872,train
5873,test
5874,train
5875,train
5876,train
5877,train
5878,train
5879,train
5880,test
5881,test
5882,train
5883,train
5884,train
5885,train
5886,train
5887,test
5888,train
5889,train
5890,val
5891,test
5892,train
5893,train
5894,train
5895,train
5896,train
5897,train
5898,train
5899,val
5900,test
5901,test
5902,train
5903,val
5904,train
5905,test
5906,train
5907,train
5908,train
5909,test
5910,train
5911,train
5912,train
5913,train
5914,train
5915,test
5916,train
5917,test
5918,val
5919,train
5920,train
5921,train
5922,train
5923,train
5924,train
5925,train
5926,train
5927,train
5928,train
5929,test
5930,train
5931,val
5932,train
5933,train
5934,train
5935,train
5936,train
5937,train
5938,train
5939,train
5940,train
5941,train
5942,train
5943,train
5944,train
5945,val
5946,val
5947,test
5948,test
5949,test
5950,val
5951,train
5952,train
5953,test
5954,train
5955,test
5956,train
5957,train
5958,val
5959,train
5960,train
5961,train
5962,test
5963,train
5964,train
5965,test
5966,train
5967,test
5968,train
5969,test
5970,test
5971,train
5972,train
5973,val
5974,train
5975,test
5976,test
5977,train
5978,train
5979,train
5980,train
5981,test
5982,val
5983,train
5984,test
5985,train
5986,train
5987,val
5988,test
5989,train
5990,train
5991,train
5992,train
5993,train
5994,test
5995,train
5996,train
5997,train
5998,test
5999,train
6000,train
6001,val
6002,train
6003,val
6004,train
6005,train
6006,train
6007,train
6008,train
6009,train
6010,val
6011,test
6012,test
6013,train
6014,train
6015,train
6016,train
6017,train
6018,train
6019,train
6020,train
6021,train
6022,train
6023,train
6024,train
6025,test
6026,train
6027,val
6028,test
6029,train
6030,val
6031,train
6032,test
6033,test
6034,test
6035,train
6036,train
6037,train
6038,train
6039,train
6040,train
6041,test
6042,val
6043,train
6044,test
6045,train
6046,train
6047,train
6048,train
6049,train
6050,train
6051,test
6052,train
6053,train
6054,train
6055,test
6056,train
6057,train
6058,train
6059,train
6060,test
6061,test
6062,val
6063,train
6064,train
6065,train
6066,train
6067,val
6068,train
6069,train
6070,train
6071,train
6072,val
6073,train
6074,train
6075,train
6076,train
6077,train
6078,test
6079,train
6080,val
6081,test
6082,train
6083,train
6084,train
6085,train
6086,train
6087,train
6088,train
6089,train
6090,train
6091,test
6092,train
6093,train
6094,train
6095,train
6096,train
6097,test
6098,val
6099,train
6100,train
6101,train
6102,train
6103,train
6104,train
6105,train
6106,train
6107,test
6108,train
6109,train
6110,train
6111,val
6112,train
6113,val
6114,train
6115,train
6116,train
6117,train
6118,test
6119,train
6120,val
6121,train
6122,train
6123,train
6124,train
6125,test
6126,train
6127,val
6128,train
6129,val
6130,val
6131,train
6132,val
6133,train
6134,train
6135,train
6136,train
6137,train
6138,train
6139,val
6140,train
6141,val
6142,train
6143,train
6144,train
6145,train
6146,train
6147,train
6148,train
6149,train
6150,train
6151,train
6152,val
6153,train
6154,train
6155,train
6156,val
6157,val
6158,train
6159,train
6160,train
6161,train
6162,train
6163,test
6164,train
6165,train
6166,train
6167,val
6168,train
6169,test
6170,train
6171,train
6172,val
6173,train
6174,train
6175,train
6176,train
6177,train
6178,train
6179,train
6180,train
6181,train
6182,train
6183,train
6184,train
6185,train
6186,train
6187,train
6188,test
6189,test
6190,val
6191,train
6192,train
6193,train
6194,train
6195,test
6196,train
6197,train
6198,test
6199,train
6200,train
6201,train
6202,test
6203,train
6204,train
6205,train
6206,test
6207,train
6208,val
6209,train
6210,train
6211,train
6212,test
6213,val
6214,test
6215,train
6216,val
6217,test
6218,train
6219,train
6220,train
6221,train
6222,train
6223,train
6224,train
6225,train
6226,train
6227,train
6228,train
6229,train
6230,test
6231,train
6232,test
6233,train
6234,test
6235,val
6236,test
6237,train
6238,train
6239,train
6240,train
6241,train
6242,test
6243,train
6244,val
6245,train
6246,train
6247,train
6248,train
6249,test
6250,test
6251,val
6252,test
6253,train
6254,train
6255,train
6256,val
6257,train
6258,train
6259,test
6260,test
6261,val
6262,train
6263,test
6264,test
6265,val
6266,train
6267,train
6268,train
6269,train
6270,train
6271,train
6272,val
6273,train
6274,train
6275,train
6276,train
6277,train
6278,test
6279,train
6280,test
6281,train
6282,train
6283,test
6284,train
6285,val
6286,train
6287,train
6288,train
6289,train
6290,val
6291,train
6292,train
6293,train
6294,val
6295,train
6296,val
6297,train
6298,train
6299,train
6300,train
6301,test
6302,train
6303,train
6304,train
6305,test
6306,train
6307,train
6308,train
6309,train
6310,train
6311,train
6312,test
6313,train
6314,test
6315,test
6316,train
6317,train
6318,train
6319,train
6320,test
6321,test
6322,train
6323,train
6324,train
6325,train
6326,train
6327,train
6328,train
6329,test
6330,train
6331,train
6332,test
6333,train
6334,train
6335,test
6336,train
6337,train
6338,train
6339,test
6340,train
6341,train
6342,train
6343,train
6344,val
6345,train
6346,train
6347,train
6348,train
6349,test
6350,train
6351,test
6352,train
6353,train
6354,train
6355,train
6356,val
6357,train
6358,train
6359,test
6360,train
6361,train
6362,train
6363,train
6364,train
6365,train
6366,train
6367,train
6368,train
6369,train
6370,train
6371,train
6372,train
6373,train
6374,test
6375,train
6376,train
6377,train
6378,train
6379,test
6380,train
6381,train
6382,train
6383,train
6384,train
6385,train
6386,train
6387,train
6388,val
6389,train
6390,val
6391,train
6392,train
6393,val
6394,val
6395,train
6396,train
6397,test
6398,train
6399,test
6400,val
6401,train
6402,train
6403,train
6404,train
6405,train
6406,train
6407,val
6408,train
6409,test
6410,train
6411,train
6412,train
6413,test
6414,train
6415,train
6416,train
6417,test
6418,train
6419,train
6420,test
6421,train
6422,train
6423,val
6424,train
6425,train
6426,test
6427,train
6428,train
6429,val
6430,train
6431,train
6432,train
6433,test
6434,test
6435,train
6436,test
6437,train
6438,train
6439,val
6440,test
6441,test
6442,train
6443,test
6444,train
6445,train
6446,val
6447,train
6448,val
6449,train
6450,train
6451,train
6452,train
6453,train
6454,train
6455,train
6456,train
6457,train
6458,train
6459,train
6460,val
6461,train
6462,train
6463,train
6464,train
6465,train
6466,train
6467,train
6468,train
6469,test
6470,train
6471,train
6472,val
6473,val
6474,train
6475,train
6476,test
6477,train
6478,test
6479,val
6480,train
6481,test
6482,val
6483,train
6484,train
6485,train
6486,train
6487,train
6488,train
6489,train
6490,val
6491,train
6492,train
6493,train
6494,train
6495,train
6496,test
6497,train
6498,val
6499,train
6500,train
6501,val
6502,train
6503,test
6504,train
6505,val
6506,val
6507,train
6508,train
6509,val
6510,train
6511,train
6512,train
6513,train
6514,train
6515,train
6516,train
6517,train
6518,test
6519,train
6520,train
6521,train
6522,test
6523,val
6524,train
6525,train
6526,val
6527,test
6528,train
6529,train
6530,train
6531,train
6532,train
6533,train
6534,val
6535,train
6536,val
6537,train
6538,train
6539,test
6540,train
6541,train
6542,train
6543,test
6544,train
6545,train
6546,train
6547,val
6548,val
6549,train
6550,train
6551,test
6552,train
6553,train
6554,val
6555,train
6556,val
6557,val
6558,train
6559,val
6560,train
6561,train
6562,train
6563,val
6564,train
6565,train
6566,val
6567,train
6568,train
6569,train
6570,test
6571,val
6572,train
6573,train
6574,val
6575,train
6576,val
6577,train
6578,val
6579,train
6580,train
6581,train
6582,train
6583,train
6584,train
6585,train
6586,train
6587,train
6588,train
6589,train
6590,val
6591,test
6592,train
6593,test
6594,train
6595,train
6596,val
6597,val
6598,train
6599,val
6600,train
6601,train
6602,train
6603,train
6604,train
6605,train
6606,test
6607,train
6608,val
6609,train
6610,train
6611,val
6612,train
6613,val
6614,test
6615,val
6616,train
6617,train
6618,train
6619,val
6620,train
6621,train
6622,train
6623,train
6624,train
6625,train
6626,train
6627,train
6628,val
6629,val
6630,val
6631,train
6632,train
6633,train
6634,val
6635,val
6636,test
6637,train
6638,train
6639,train
6640,test
6641,train
6642,test
6643,val
6644,val
6645,train
6646,train
6647,val
6648,train
6649,val
6650,train
6651,test
6652,train
6653,val
6654,train
6655,test
6656,train
6657,train
6658,train
6659,test
6660,train
6661,train
6662,val
6663,val
6664,train
6665,train
6666,train
6667,val
6668,train
6669,val
6670,val
6671,train
6672,val
6673,train
6674,train
6675,train
6676,val
6677,train
6678,test
6679,train
6680,val
6681,train
6682,test
6683,train
6684,train
6685,train
6686,train
6687,val
6688,val
6689,train
6690,val
6691,train
6692,val
6693,train
6694,train
6695,train
6696,val
6697,train
6698,train
6699,train
6700,val
6701,train
6702,test
6703,test
6704,train
6705,val
6706,train
6707,train
6708,train
6709,test
6710,val
6711,train
6712,train
6713,test
6714,train
6715,train
6716,train
6717,val
6718,train
6719,train
6720,train
6721,test
6722,test
6723,train
6724,train
6725,train
6726,val
6727,test
6728,test
6729,train
6730,train
6731,train
6732,train
6733,test
6734,train
6735,test
6736,train
6737,train
6738,train
6739,train
6740,train
6741,train
6742,test
6743,val
6744,train
6745,train
6746,test
6747,train
6748,val
6749,train
6750,val
6751,train
6752,train
6753,train
6754,train
6755,test
6756,train
6757,val
6758,train
6759,train
6760,train
6761,train
6762,train
6763,train
6764,train
6765,train
6766,train
6767,train
6768,val
6769,train
6770,train
6771,train
6772,train
6773,train
6774,test
6775,val
6776,test
6777,train
6778,test
6779,train
6780,train
6781,train
6782,train
6783,train
6784,val
6785,test
6786,val
6787,test
6788,train
6789,val
6790,train
6791,train
6792,train
6793,test
6794,train
6795,train
6796,test
6797,val
6798,train
6799,test
6800,val
6801,val
6802,train
6803,val
6804,train
6805,val
6806,train
6807,test
6808,train
6809,train
6810,test
6811,test
6812,test
6813,val
6814,train
6815,train
6816,val
6817,val
6818,train
6819,val
6820,train
6821,train
6822,train
6823,train
6824,test
6825,test
6826,train
6827,train
6828,train
6829,train
6830,train
6831,val
6832,train
6833,train
6834,train
6835,train
6836,train
6837,train
6838,test
6839,val
6840,val
6841,train
6842,train
6843,train
6844,train
6845,train
6846,val
6847,train
6848,test
6849,train
6850,train
6851,test
6852,train
6853,train
6854,val
6855,train
6856,val
6857,train
6858,train
6859,train
6860,train
6861,val
6862,train
6863,test
6864,test
6865,test
6866,train
6867,train
6868,test
6869,train
6870,test
6871,val
6872,train
6873,train
6874,train
6875,train
6876,train
6877,val
6878,train
6879,train
6880,train
6881,train
6882,train
6883,train
6884,train
6885,train
6886,train
6887,train
6888,train
6889,test
6890,val
6891,train
6892,train
6893,val
6894,test
6895,train
6896,train
6897,train
6898,train
6899,val
6900,val
6901,test
6902,train
6903,test
6904,val
6905,val
6906,train
6907,train
6908,train
6909,val
6910,val
6911,train
6912,train
6913,test
6914,train
6915,train
6916,train
6917,test
6918,val
6919,train
6920,train
6921,train
6922,train
6923,train
6924,train
6925,train
6926,val
6927,val
6928,val
6929,train
6930,train
6931,val
6932,train
6933,train
6934,train
6935,test
6936,test
6937,train
6938,train
6939,train
6940,train
6941,train
6942,train
6943,train
6944,train
6945,test
6946,train
6947,val
6948,test
6949,test
6950,train
6951,train
6952,val
6953,test
6954,train
6955,train
6956,test
6957,train
6958,train
6959,train
6960,train
6961,train
6962,train
6963,test
6964,train
6965,train
6966,train
6967,val
6968,val
6969,train
6970,train
6971,train
6972,train
6973,train
6974,test
6975,train
6976,train
6977,train
6978,train
6979,val
6980,train
6981,train
6982,val
6983,train
6984,train
6985,train
6986,val
6987,train
6988,train
6989,train
6990,test
6991,test
6992,val
6993,train
6994,train
6995,train
6996,train
6997,test
6998,train
6999,train
7000,train
7001,train
7002,train
7003,train
7004,train
7005,train
7006,train
7007,test
7008,test
7009,train
7010,train
7011,train
7012,train
7013,val
7014,test
7015,train
7016,train
7017,train
7018,train
7019,train
7020,val
7021,train
7022,test
7023,train
7024,val
7025,train
7026,train
7027,train
7028,train
7029,test
7030,train
7031,val
7032,train
7033,train
7034,val
7035,train
7036,val
7037,train
7038,train
7039,train
7040,val
7041,train
7042,test
7043,train
7044,val
7045,train
7046,train
7047,test
7048,train
7049,train
7050,train
7051,test
7052,test
7053,train
7054,train
7055,test
7056,train
7057,val
7058,train
7059,train
7060,train
7061,test
7062,train
7063,train
7064,val
7065,train
7066,train
7067,train
7068,val
7069,train
7070,train
7071,train
7072,test
7073,train
7074,train
7075,train
7076,train
7077,train
7078,train
7079,val
7080,train
7081,train
7082,train
7083,train
7084,train
7085,train
7086,test
7087,val
7088,train
7089,test
7090,train
7091,val
7092,val
7093,test
7094,val
7095,train
7096,train
7097,train
7098,train
7099,train
7100,test
7101,train
7102,train
7103,train
7104,train
7105,train
7106,train
7107,val
7108,train
7109,val
7110,train
7111,val
7112,train
7113,train
7114,train
7115,train
7116,val
7117,test
7118,train
7119,val
7120,train
7121,train
7122,test
7123,test
7124,val
7125,train
7126,train
7127,train
7128,val
7129,train
7130,val
7131,train
7132,train
7133,train
7134,test
7135,train
7136,test
7137,train
7138,test
7139,train
7140,train
7141,test
7142,test
7143,val
7144,test
7145,test
7146,test
7147,train
7148,train
7149,train
7150,train
7151,val
7152,train
7153,train
7154,train
7155,val
7156,train
7157,train
7158,val
7159,train
7160,train
7161,train
7162,val
7163,train
7164,train
7165,train
7166,train
7167,test
7168,train
7169,train
7170,train
7171,train
7172,train
7173,train
7174,val
7175,train
7176,val
7177,train
7178,val
7179,train
7180,train
7181,train
7182,train
7183,test
7184,train
7185,train
7186,train
7187,train
7188,test
7189,train
7190,test
7191,val
7192,train
7193,train
7194,train
7195,test
7196,train
7197,train
7198,train
7199,test
7200,test
7201,train
7202,train
7203,train
7204,train
7205,val
7206,train
7207,train
7208,train
7209,test
7210,train
7211,train
7212,test
7213,train
7214,train
7215,train
7216,val
7217,train
7218,train
7219,val
7220,val
7221,train
7222,train
7223,train
7224,train
7225,train
7226,train
7227,test
7228,train
7229,train
7230,test
7231,val
7232,train
7233,train
7234,val
7235,train
7236,train
7237,train
7238,train
7239,val
7240,train
7241,val
7242,train
7243,train
7244,train
7245,train
7246,val
7247,test
7248,train
7249,train
7250,train
7251,train
7252,train
7253,train
7254,train
7255,test
7256,train
7257,val
7258,train
7259,test
7260,train
7261,train
7262,train
7263,val
7264,train
7265,train
7266,train
7267,val
7268,train
7269,train
7270,train
7271,train
7272,train
7273,train
7274,test
7275,val
7276,test
7277,train
7278,train
7279,train
7280,val
7281,test
7282,train
7283,train
7284,val
7285,val
7286,train
7287,test
7288,train
7289,val
7290,train
7291,test
7292,train
7293,train
7294,val
7295,train
7296,train
7297,train
7298,train
7299,train
7300,train
7301,train
7302,val
7303,train
7304,train
7305,train
7306,test
7307,test
7308,train
7309,train
7310,train
7311,train
7312,train
7313,val
7314,train
7315,train
7316,train
7317,val
7318,val
7319,train
7320,train
7321,train
7322,train
7323,test
7324,train
7325,test
7326,train
7327,train
7328,train
7329,train
7330,train
7331,train
7332,train
7333,train
7334,train
7335,train
7336,val
7337,train
7338,test
7339,train
7340,train
7341,train
7342,test
7343,train
7344,train
7345,train
7346,train
7347,train
7348,train
7349,train
7350,train
7351,val
7352,train
7353,train
7354,train
7355,train
7356,train
7357,train
7358,train
7359,train
7360,train
7361,test
7362,val
7363,train
7364,train
7365,train
7366,train
7367,train
7368,test
7369,test
7370,train
7371,train
7372,val
7373,train
7374,train
7375,train
7376,val
7377,val
7378,train
7379,train
7380,train
7381,train
7382,train
7383,train
7384,train
7385,train
7386,val
7387,val
7388,train
7389,test
7390,train
7391,test
7392,train
7393,test
7394,train
7395,train
7396,train
7397,val
7398,val
7399,train
7400,val
7401,train
7402,train
7403,test
7404,train
7405,train
7406,train
7407,train
7408,train
7409,train
7410,val
7411,train
7412,train
7413,val
7414,train
7415,train
7416,val
7417,test
7418,test
7419,train
7420,train
7421,test
7422,val
7423,train
7424,train
7425,train
7426,train
7427,train
7428,train
7429,val
7430,val
7431,train
7432,train
7433,train
7434,train
7435,val
7436,train
7437,train
7438,train
7439,train
7440,val
7441,val
7442,train
7443,train
7444,train
7445,train
7446,train
7447,train
7448,train
7449,test
7450,val
7451,train
7452,train
7453,train
7454,train
7455,train
7456,train
7457,train
7458,train
7459,val
7460,val
7461,test
7462,train
7463,train
7464,train
7465,train
7466,train
7467,train
7468,test
7469,train
7470,train
7471,train
7472,train
7473,train
7474,train
7475,val
7476,train
7477,train
7478,train
7479,train
7480,train
7481,val
7482,train
7483,test
7484,train
7485,train
7486,train
7487,train
7488,train
7489,test
7490,train
7491,test
7492,test
7493,test
7494,train
7495,train
7496,val
7497,train
7498,train
7499,test
7500,train
7501,train
7502,train
7503,train
7504,train
7505,train
7506,train
7507,train
7508,train
7509,val
7510,train
7511,test
7512,train
7513,train
7514,train
7515,train
7516,val
7517,train
7518,train
7519,train
7520,train
7521,train
7522,test
7523,train
7524,train
7525,train
7526,test
7527,test
7528,train
7529,train
7530,test
7531,train
7532,val
7533,val
7534,train
7535,val
7536,train
7537,val
7538,val
7539,val
7540,train
7541,train
7542,train
7543,train
7544,train
7545,train
7546,val
7547,train
7548,train
7549,val
7550,train
7551,val
7552,test
7553,test
7554,train
7555,train
7556,train
7557,test
7558,train
7559,train
7560,train
7561,train
7562,train
7563,test
7564,train
7565,val
7566,train
7567,train
7568,val
7569,train
7570,val
7571,test
7572,val
7573,test
7574,val
7575,train
7576,test
7577,train
7578,train
7579,train
7580,train
7581,train
7582,train
7583,val
7584,val
7585,train
7586,val
7587,train
7588,train
7589,train
7590,train
7591,train
7592,train
7593,train
7594,train
7595,test
7596,train
7597,train
7598,train
7599,train
7600,train
7601,train
7602,train
7603,train
7604,train
7605,test
7606,train
7607,train
7608,val
7609,test
7610,test
7611,train
7612,train
7613,train
7614,train
7615,train
7616,train
7617,train
7618,train
7619,train
7620,test
7621,train
7622,train
7623,test
7624,val
7625,train
7626,val
7627,train
7628,train
7629,train
7630,train
7631,train
7632,test
7633,test
7634,val
7635,train
7636,train
7637,train
7638,train
7639,train
7640,val
7641,train
7642,val
7643,val
7644,test
7645,train
7646,train
7647,train
7648,train
7649,val
7650,val
7651,test
7652,val
7653,train
7654,train
7655,test
7656,train
7657,val
7658,val
7659,train
7660,train
7661,train
7662,train
7663,test
7664,val
7665,train
7666,train
7667,train
7668,train
7669,train
7670,train
7671,train
7672,val
7673,val
7674,train
7675,train
7676,train
7677,train
7678,val
7679,train
7680,train
7681,train
7682,train
7683,train
7684,train
7685,train
7686,train
7687,test
7688,train
7689,train
7690,train
7691,train
7692,train
7693,train
7694,val
7695,train
7696,train
7697,test
7698,train
7699,test
7700,test
7701,train
7702,val
7703,val
7704,train
7705,train
7706,val
7707,train
7708,test
7709,train
7710,train
7711,train
7712,train
7713,train
7714,train
7715,test
7716,train
7717,train
7718,train
7719,train
7720,test
7721,train
7722,test
7723,train
7724,train
7725,test
7726,train
7727,test
7728,train
7729,train
7730,train
7731,train
7732,train
7733,train
7734,train
7735,train
7736,train
7737,test
7738,train
7739,test
7740,train
7741,train
7742,train
7743,train
7744,train
7745,train
7746,train
7747,train
7748,val
7749,train
7750,test
7751,train
7752,train
7753,train
7754,train
7755,train
7756,train
7757,test
7758,train
7759,train
7760,train
7761,train
7762,val
7763,test
7764,train
7765,train
7766,train
7767,val
7768,train
7769,val
7770,test
7771,train
7772,test
7773,val
7774,train
7775,test
7776,train
7777,train
7778,val
7779,train
7780,train
7781,test
7782,val
7783,val
7784,test
7785,train
7786,test
7787,val
7788,train
7789,test
7790,train
7791,test
7792,train
7793,val
7794,train
7795,train
7796,val
7797,val
7798,train
7799,train
7800,train
7801,train
7802,train
7803,val
7804,train
7805,train
7806,train
7807,train
7808,test
7809,train
7810,train
7811,train
7812,test
7813,train
7814,val
7815,val
7816,train
7817,train
7818,test
7819,test
7820,train
7821,train
7822,train
7823,train
7824,val
7825,train
7826,train
7827,train
7828,train
7829,val
7830,train
7831,train
7832,val
7833,test
7834,train
7835,test
7836,train
7837,train
7838,train
7839,train
7840,val
7841,train
7842,train
7843,val
7844,train
7845,val
7846,train
7847,train
7848,test
7849,train
7850,train
7851,train
7852,train
7853,train
7854,train
7855,val
7856,train
7857,train
7858,train
7859,val
7860,train
7861,train
7862,train
7863,test
7864,train
7865,train
7866,val
7867,train
7868,train
7869,train
7870,train
7871,train
7872,val
7873,train
7874,train
7875,train
7876,test
7877,test
7878,train
7879,val
7880,train
7881,val
7882,train
7883,train
7884,val
7885,val
7886,train
7887,val
7888,train
7889,train
7890,train
7891,test
7892,train
7893,train
7894,train
7895,val
7896,test
7897,train
7898,val
7899,train
7900,train
7901,train
7902,train
7903,test
7904,train
7905,test
7906,train
7907,test
7908,test
7909,train
7910,train
7911,train
7912,train
7913,train
7914,train
7915,val
7916,train
7917,train
7918,test
7919,train
7920,test
7921,test
7922,train
7923,train
7924,train
7925,val
7926,train
7927,train
7928,train
7929,train
7930,test
7931,test
7932,train
7933,val
7934,val
7935,train
7936,train
7937,test
7938,train
7939,val
7940,val
7941,test
7942,test
7943,test
7944,train
7945,train
7946,val
7947,train
7948,train
7949,test
7950,val
7951,train
7952,test
7953,test
7954,train
7955,val
7956,val
7957,train
7958,train
7959,train
7960,train
7961,train
7962,train
7963,test
7964,val
7965,val
7966,test
7967,train
7968,val
7969,val
7970,train
7971,train
7972,val
7973,train
7974,val
7975,train
7976,train
7977,train
7978,train
7979,train
7980,train
7981,train
7982,train
7983,train
7984,train
7985,train
7986,train
7987,train
7988,train
7989,train
7990,val
7991,train
7992,test
7993,train
7994,val
7995,train
7996,train
7997,train
7998,train
7999,test
8000,val
8001,val
8002,val
8003,train
8004,val
8005,train
8006,train
8007,train
8008,train
8009,train
8010,train
8011,train
8012,test
8013,train
8014,val
8015,val
8016,train
8017,val
8018,train
8019,train
8020,test
8021,train
8022,train
8023,train
8024,train
8025,train
8026,train
8027,train
8028,val
8029,train
8030,val
8031,test
8032,test
8033,train
8034,train
8035,train
8036,train
8037,test
8038,train
8039,val
8040,train
8041,train
8042,train
8043,train
8044,train
8045,train
8046,train
8047,val
8048,train
8049,train
8050,train
8051,train
8052,train
8053,train
8054,train
8055,val
8056,train
8057,test
8058,train
8059,val
8060,val
8061,train
8062,train
8063,val
8064,train
8065,train
8066,train
8067,train
8068,test
8069,train
8070,train
8071,train
8072,train
8073,val
8074,train
8075,train
8076,train
8077,train
8078,train
8079,val
8080,train
8081,train
8082,val
8083,train
8084,train
8085,train
8086,train
8087,train
8088,train
8089,train
8090,test
8091,train
8092,train
8093,val
8094,train
8095,train
8096,train
8097,train
8098,train
8099,train
8100,train
8101,train
8102,train
8103,val
8104,test
8105,val
8106,train
8107,test
8108,train
8109,train
8110,train
8111,train
8112,train
8113,train
8114,train
8115,val
8116,train
8117,val
8118,train
8119,train
8120,val
8121,train
8122,train
8123,train
8124,train
8125,val
8126,train
8127,train
8128,val
8129,train
8130,train
8131,train
8132,test
8133,train
8134,train
8135,train
8136,val
8137,val
8138,train
8139,train
8140,train
8141,train
8142,train
8143,train
8144,train
8145,train
8146,train
8147,val
8148,test
8149,train
8150,train
8151,train
8152,train
8153,train
8154,train
8155,train
8156,train
8157,test
8158,train
8159,train
8160,train
8161,val
8162,train
8163,train
8164,train
8165,train
8166,val
8167,train
8168,train
8169,val
8170,train
8171,train
8172,train
8173,train
8174,train
8175,val
8176,test
8177,train
8178,train
8179,train
8180,train
8181,train
8182,train
8183,train
8184,train
8185,train
8186,test
8187,train
8188,train
8189,val
8190,train
8191,train
8192,val
8193,test
8194,train
8195,train
8196,test
8197,train
8198,train
8199,test
8200,val
8201,train
8202,train
8203,test
8204,train
8205,val
8206,train
8207,val
8208,val
8209,train
8210,train
8211,val
8212,val
8213,test
8214,val
8215,train
8216,train
8217,train
8218,train
8219,test
8220,train
8221,train
8222,val
8223,train
8224,train
8225,train
8226,train
8227,train
8228,train
8229,test
8230,train
8231,train
8232,test
8233,train
8234,test
8235,train
8236,test
8237,train
8238,val
8239,train
8240,train
8241,test
8242,train
8243,train
8244,train
8245,val
8246,test
8247,train
8248,train
8249,test
8250,train
8251,val
8252,train
8253,val
8254,test
8255,train
8256,test
8257,train
8258,val
8259,train
8260,train
8261,val
8262,train
8263,train
8264,train
8265,train
8266,train
8267,train
8268,val
8269,train
8270,train
8271,test
8272,val
8273,test
8274,train
8275,train
8276,train
8277,val
8278,train
8279,train
8280,train
8281,train
8282,train
8283,train
8284,val
8285,train
8286,train
8287,train
8288,train
8289,train
8290,val
8291,train
8292,train
8293,train
8294,train
8295,train
8296,train
8297,train
8298,train
8299,test
8300,train
8301,val
8302,test
8303,val
8304,train
8305,train
8306,train
8307,train
8308,train
8309,train
8310,train
8311,train
8312,train
8313,train
8314,train
8315,test
8316,val
8317,val
8318,train
8319,train
8320,val
8321,train
8322,train
8323,test
8324,val
8325,train
8326,test
8327,train
8328,train
8329,train
8330,train
8331,val
8332,train
8333,train
8334,test
8335,train
8336,train
8337,train
8338,train
8339,val
8340,train
8341,train
8342,train
8343,test
8344,val
8345,val
8346,train
8347,train
8348,train
8349,train
8350,train
8351,train
8352,train
8353,train
8354,train
8355,train
8356,train
8357,train
8358,train
8359,train
8360,train
8361,train
8362,val
8363,train
8364,test
8365,test
8366,train
8367,train
8368,test
8369,train
8370,test
8371,val
8372,train
8373,test
8374,train
8375,test
8376,test
8377,test
8378,train
8379,val
8380,train
8381,val
8382,train
8383,train
8384,train
8385,val
8386,train
8387,test
8388,test
8389,train
8390,train
8391,train
8392,train
8393,train
8394,train
8395,train
8396,train
8397,train
8398,train
8399,test
8400,train
8401,train
8402,test
8403,train
8404,train
8405,train
8406,val
8407,val
8408,train
8409,train
8410,train
8411,train
8412,train
8413,train
8414,train
8415,train
8416,train
8417,train
8418,train
8419,train
8420,test
8421,test
8422,train
8423,train
8424,train
8425,train
8426,train
8427,val
8428,train
8429,test
8430,train
8431,val
8432,train
8433,train
8434,test
8435,train
8436,val
8437,test
8438,train
8439,val
8440,val
8441,val
8442,train
8443,test
8444,train
8445,train
8446,train
8447,train
8448,val
8449,train
8450,test
8451,train
8452,train
8453,train
8454,train
8455,test
8456,train
8457,train
8458,test
8459,train
8460,train
8461,val
8462,train
8463,train
8464,train
8465,train
8466,test
8467,train
8468,train
8469,train
8470,train
8471,train
8472,train
8473,train
8474,train
8475,train
8476,train
8477,train
8478,train
8479,train
8480,train
8481,train
8482,train
8483,train
8484,train
8485,val
8486,test
8487,test
8488,train
8489,train
8490,val
8491,train
8492,train
8493,train
8494,train
8495,val
8496,val
8497,train
8498,train
8499,test
8500,train
8501,train
8502,train
8503,train
8504,train
8505,train
8506,train
8507,train
8508,train
8509,train
8510,train
8511,train
8512,test
8513,test
8514,train
8515,train
8516,train
8517,train
8518,train
8519,val
8520,val
8521,train
8522,train
8523,train
8524,train
8525,test
8526,train
8527,train
8528,train
8529,train
8530,train
8531,train
8532,train
8533,train
8534,train
8535,train
8536,val
8537,train
8538,train
8539,train
8540,train
8541,train
8542,train
8543,train
8544,train
8545,train
8546,test
8547,train
8548,train
8549,test
8550,train
8551,train
8552,test
8553,train
8554,train
8555,train
8556,train
8557,train
8558,train
8559,train
8560,train
8561,train
8562,train
8563,train
8564,train
8565,train
8566,train
8567,train
8568,test
8569,val
8570,train
8571,train
8572,test
8573,test
8574,train
8575,val
8576,train
8577,val
8578,test
8579,val
8580,train
8581,train
8582,train
8583,test
8584,train
8585,train
8586,train
8587,train
8588,train
8589,train
8590,train
8591,train
8592,train
8593,val
8594,train
8595,test
